name,price,points,position,team,team_pr,team_GF,team_GA,opponent,opponent_pr,opponent_GF,opponent_GA,Apps,Mins,Goals,Assists,SpG,Rating,Apps%,Mins%,Goals%,Assists%,GnA%,name_e
מילאן שקריניאר,6,0,D,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,7,630,2,1,0.8,6.994999999999999,1.0,1.0,0.2222222222222222,0.14285714285714285,0.1875,Milan Skriniar
מרטין הינטרגר,6,0,D,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,6,453,0,1,0.5,6.8,0.6666666666666666,0.5690954773869347,0.0,0.09090909090909091,0.04,Martin Hinteregger
מריח דמיראל,6,0,D,טורקיה,0.6337932201305448,0,0,איטליה,0.9208837109446589,0,0,5,450,0,0,0.6,6.64,0.625,0.6637168141592921,0.0,0.0,0.0,Merih Demiral
נייתן אקה,6,0,D,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,3,265,0,0,0.5,6.7,0.3333333333333333,0.3271604938271605,0.0,0.0,0.0,Nathan Aké
נלסון סמדו,6,0,D,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,2,180,0,0,0.5,7.53,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,Nélson Semedo
נקו וויליאמס,6,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,4,439,1,1,0.55,7.095000000000001,0.5,0.6097222222222223,0.1111111111111111,0.1111111111111111,0.1111111111111111,Neco Williams
סילבן ווידמר,6,0,D,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,4,331,1,0,1.15,6.835,0.5714285714285714,0.5253968253968254,0.1,0.0,0.05555555555555555,Silvan Widmer
פדור קודריאשוב,6,0,D,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,6,540,0,0,0.0,6.41,0.75,0.759493670886076,0.0,0.0,0.0,Fedor Kudryashov
פטר פקאריק,6,0,D,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,6,540,0,1,0.25,6.640000000000001,0.8571428571428571,0.8571428571428571,0.0,0.14285714285714285,0.0625,Peter Pekarík
פרנצ'סקו אצ'רבי,6,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,5,451,0,0,0.9,6.970000000000001,0.5555555555555556,0.5567901234567901,0.0,0.0,0.0,Francesco Acerbi
צ'לאר סויונג'ו,6,0,D,טורקיה,0.6337932201305448,0,0,איטליה,0.9208837109446589,0,0,5,450,1,0,0.4,6.824999999999999,0.625,0.6637168141592921,0.0625,0.0,0.04,Çaglar Söyüncü
קאן אייהאן,6,0,D,טורקיה,0.6337932201305448,0,0,איטליה,0.9208837109446589,0,0,3,284,0,1,0.0,6.49,0.375,0.41887905604719766,0.0,0.1111111111111111,0.04,Kaan Ayhan
קווין אמבאבו,6,0,D,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,2,180,0,0,0.0,6.085,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,Kevin Mbabu
קירן טריפייר,6,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,5,470,0,1,0.1,6.795,0.625,0.6657223796033994,0.0,0.07692307692307693,0.034482758620689655,Kieran Trippier
קלמון לנגלה,6,0,D,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,3,270,0,0,0.75,6.91,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Clément Lenglet
רפאל טולוי,6,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,1,90,0,0,0.0,7.12,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,Rafael Tolói
שטפן ליינר,6,0,D,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,9,796,0,3,0.9,6.9,1.0,1.0,0.0,0.2727272727272727,0.12,Stefan Lainer
תומאש קדזיורה,6,0,D,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,5,432,0,0,0.0,6.79,0.625,0.574468085106383,0.0,0.0,0.0,Tomasz Kedziora
אדם לאנג,5,0,D,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,6,564,0,1,0.25,6.51,0.75,0.7833333333333333,0.0,0.09090909090909091,0.03571428571428571,Ádám Lang
אומוט מראש,5,0,D,טורקיה,0.6337932201305448,0,0,איטליה,0.9208837109446589,0,0,4,447,0,1,0.15,6.775,0.5,0.6592920353982301,0.0,0.1111111111111111,0.04,Umut Meras
אונדרי צ'לוסטקה,5,0,D,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,6,465,0,0,0.85,6.535,0.8571428571428571,0.7380952380952381,0.0,0.0,0.0,Ondrej Celustka
אזגיאן אליוסקי,5,0,D,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,7,606,2,1,0.65,7.050000000000001,0.7777777777777778,0.7994722955145118,0.11764705882352941,0.1,0.1111111111111111,Ezgjan Alioski
ג'ו רודון,5,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,6,540,0,0,0.65,7.0649999999999995,0.75,0.75,0.0,0.0,0.0,Joe Rodon
ג'יאנלוקה מנצ'יני,5,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,1,90,0,0,1.0,7.76,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,Gianluca Mancini
ג'יימס לורנס,5,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,3,226,0,0,0.0,6.475,0.375,0.3138888888888889,0.0,0.0,0.0,James Lawrence
גרנט הנלי,5,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,3,270,1,0,1.0,7.11,0.375,0.375,0.08333333333333333,0.0,0.045454545454545456,Grant Hanley
דומאגוי בראדריץ',5,0,D,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,1,118,0,0,0.0,6.29,0.1111111111111111,0.145679012345679,0.0,0.0,0.0,Domagoj Bradaric
דייגו יורנטה,5,0,D,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,1,46,0,0,0.0,6.04,0.14285714285714285,0.0717628705148206,0.0,0.0,0.0,Diego Llorente
דניס ואברו,5,0,D,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,1,90,0,0,0.0,6.54,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,Denis Vavro
ויאצ'יסלב קרבאייב,5,0,D,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,4,474,1,1,0.65,6.54,0.5,0.6666666666666666,0.06666666666666667,0.09090909090909091,0.07692307692307693,Vyacheslav Karavaev
יאן בוז'יל,5,0,D,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,6,540,0,0,1.0,6.845,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,Jan Boril
ינס סטרייגר לארסן,5,0,D,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,2,185,1,0,0.15,6.47,0.2222222222222222,0.24151436031331594,0.05,0.0,0.03225806451612903,Jens Stryger Larsen
ירה אורונן,5,0,D,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,5,383,0,1,0.2,6.49,0.625,0.5424929178470255,0.0,0.14285714285714285,0.058823529411764705,Jere Uronen
כריס מפהאם,5,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,5,416,0,0,0.15,6.82,0.625,0.5777777777777777,0.0,0.0,0.0,Chris Mepham
לובומיר שאטקה,5,0,D,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,2,180,0,0,0.0,6.595000000000001,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,Lubomír Satka
לוריס בניטו,5,0,D,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,2,176,0,0,0.7,6.57,0.2857142857142857,0.27936507936507937,0.0,0.0,0.0,Loris Benito
מרט מולדר,5,0,D,טורקיה,0.6337932201305448,0,0,איטליה,0.9208837109446589,0,0,3,270,0,0,0.0,6.96,0.375,0.39823008849557523,0.0,0.0,0.0,Mert Müldür
מרטין אולסון,5,0,D,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,0,2,0,0,0.0,6.01,0.0,0.0028653295128939827,0.0,0.0,0.0,Martin Olsson
סטפן ריסטובסקי,5,0,D,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,9,758,1,2,0.4,6.915,1.0,1.0,0.058823529411764705,0.2,0.1111111111111111,Stefan Ristovski
פאבל דוידוביץ',5,0,D,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,0,31,0,0,0.0,6.42,0.0,0.041223404255319146,0.0,0.0,0.0,Pawel Dawidowicz
פאבל קדז'אבק,5,0,D,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,1,133,0,1,0.75,6.470000000000001,0.14285714285714285,0.2111111111111111,0.0,0.08333333333333333,0.037037037037037035,Pavel Kaderábek
פונטוס ינסון,5,0,D,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,4,360,0,0,0.3,6.03,0.5,0.5157593123209169,0.0,0.0,0.0,Pontus Jansson
פיליפ הלנדר,5,0,D,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,3,294,0,0,0.25,6.74,0.375,0.42120343839541546,0.0,0.0,0.0,Filip Helander
פיליפ לינהרט,5,0,D,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,1,90,0,0,0.0,6.75,0.1111111111111111,0.11306532663316583,0.0,0.0,0.0,Philipp Lienhart
קונור קודי,5,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,3,270,0,0,0.25,6.81,0.375,0.38243626062322944,0.0,0.0,0.0,Conor Coady
קונור רוברטס,5,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,6,502,0,0,0.15,6.16,0.75,0.6972222222222222,0.0,0.0,0.0,Connor Roberts
קירן טיירני,5,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,6,529,0,3,0.65,7.25,0.75,0.7347222222222223,0.0,0.3,0.13636363636363635,Kieran Tierney
קמיל פיאטקובסקי,5,0,D,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,1,90,0,0,0.0,7.06,0.125,0.1196808510638298,0.0,0.0,0.0,Kamil Piatkowski
רובין קוך,5,0,D,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,2,181,0,0,0.3,6.02,0.25,0.24693042291950887,0.0,0.0,0.0,Robin Koch
ריס ג'יימס,5,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,2,151,0,1,0.5,6.585,0.25,0.21388101983002833,0.0,0.07692307692307693,0.034482758620689655,Reece James
שטפן פוש,5,0,D,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,2,225,0,0,0.5,6.385,0.2222222222222222,0.28266331658291455,0.0,0.0,0.0,Stefan Posch
תומאס קאלאס,5,0,D,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,3,270,0,0,0.7,7.03,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,Tomas Kalas
אטילה סאלאי,4,0,D,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,8,720,0,1,0.55,7.18,1.0,1.0,0.0,0.09090909090909091,0.03571428571428571,Attila Szalai
אטילה פיולה,4,0,D,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,8,720,0,1,0.55,7.18,1.0,1.0,0.0,0.09090909090909091,0.03571428571428571,Attila Szalai
בצ'יר אומרגיץ',4,0,D,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,0,6,0,0,0.0,6.12,0.0,0.009523809523809525,0.0,0.0,0.0,Becir Omeragic
גרגו לוברנצ'יץ',4,0,D,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,2,149,0,0,1.0,6.71,0.25,0.20694444444444443,0.0,0.0,0.0,Gergo Lovrencsics
דויד זימה,4,0,D,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,0,5,0,0,0.0,5.96,0.0,0.007936507936507936,0.0,0.0,0.0,David Zima
דרקו ולקובסקי,4,0,D,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,6,540,0,0,0.7,6.77,0.6666666666666666,0.712401055408971,0.0,0.0,0.0,Darko Velkovski
ווילי אורבאן,4,0,D,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,5,484,1,0,0.9,6.9399999999999995,0.625,0.6722222222222223,0.058823529411764705,0.0,0.03571428571428571,Willi Orban
ויסר מוסליו,4,0,D,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,7,584,0,0,0.15,6.619999999999999,0.7777777777777778,0.7704485488126649,0.0,0.0,0.0,Visar Musliu
יאקוב ברבץ,4,0,D,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,2,180,0,0,0.0,7.54,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,Jakub Brabec
יאקוב הולובק,4,0,D,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,1,141,0,0,0.0,6.51,0.14285714285714285,0.22380952380952382,0.0,0.0,0.0,Jakub Holúbek
יוסיפ יוראנוביץ',4,0,D,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,2,274,0,0,0.25,6.755,0.2222222222222222,0.33827160493827163,0.0,0.0,0.0,Josip Juranovic
כריס גאנטר,4,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,0,1,0,0,0.0,6.0,0.0,0.001388888888888889,0.0,0.0,0.0,Chris Gunter
כריסטופר טרימל,4,0,D,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,0,31,0,0,0.0,6.21,0.0,0.038944723618090454,0.0,0.0,0.0,Christopher Trimmel
לויק נגו,4,0,D,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,3,302,1,0,0.65,6.574999999999999,0.375,0.41944444444444445,0.058823529411764705,0.0,0.03571428571428571,Loic Nego
ליאו ואיסנן,4,0,D,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,2,180,0,0,0.5,6.53,0.25,0.254957507082153,0.0,0.0,0.0,Leo Väisänen
ליאם קופר,4,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,2,180,0,0,0.0,7.29,0.25,0.25,0.0,0.0,0.0,Liam Cooper
מרכוס דניאלסון,4,0,D,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,2,180,1,0,1.0,6.79,0.25,0.25787965616045844,0.1111111111111111,0.0,0.06666666666666667,Marcus Danielson
מרקו פרידל,4,0,D,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,0,8,0,0,0.0,5.97,0.0,0.010050251256281407,0.0,0.0,0.0,Marco Friedl
ניקולאי אלהו,4,0,D,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,4,436,0,0,0.5,6.34,0.5,0.6175637393767706,0.0,0.0,0.0,Nikolai Alho
ניקולאי בוילסן,4,0,D,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,1,90,0,1,0.0,8.42,0.1111111111111111,0.1174934725848564,0.0,0.09090909090909091,0.03225806451612903,Nicolai Boilesen
סטפן אודונל,4,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,5,433,0,2,0.9,6.77,0.625,0.6013888888888889,0.0,0.2,0.09090909090909091,Stephen O'Donnell
סקוט מקנה,4,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,3,298,0,0,0.25,6.34,0.375,0.41388888888888886,0.0,0.0,0.0,Scott McKenna
רומן יבגנייב,4,0,D,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,0,45,0,0,0.0,6.09,0.0,0.06329113924050633,0.0,0.0,0.0,Roman Evgeniev
תומאס לאם,4,0,D,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,0,14,0,0,0.0,6.0,0.0,0.019830028328611898,0.0,0.0,0.0,Thomas Lam
תומאש הובוצ'אן,4,0,D,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,3,270,0,1,0.5,6.75,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.0625,Tomas Hubocan
אגזון בייטולאי,3,0,D,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,3,345,0,0,0.3,6.49,0.3333333333333333,0.4551451187335092,0.0,0.0,0.0,Egzon Bejtulai
אלש מאטייו,3,0,D,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,2,180,0,0,0.5,7.34,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,Ales Mateju
אנדרה בוטקה,3,0,D,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,4,361,0,1,0.15,7.285,0.5,0.5013888888888889,0.0,0.09090909090909091,0.03571428571428571,Endre Botka
אקוש קצ'קש,3,0,D,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,1,90,0,0,0.0,6.57,0.125,0.125,0.0,0.0,0.0,Ákos Kecskés
בן קבאנגו,3,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,0,1,0,0,0.0,6.0,0.0,0.001388888888888889,0.0,0.0,0.0,Ben Cabango
ג'ק הנדרי,3,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,2,136,0,0,0.0,6.19,0.25,0.18888888888888888,0.0,0.0,0.0,Jack Hendry
גיוקו זייקוב,3,0,D,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,3,275,1,0,0.5,6.94,0.3333333333333333,0.3627968337730871,0.058823529411764705,0.0,0.037037037037037035,Gjoko Zajkov
גרג טיילור,3,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,1,79,0,0,0.0,6.89,0.125,0.10972222222222222,0.0,0.0,0.0,Greg Taylor
דניאל אושאוגנסי,3,0,D,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,4,331,0,0,0.35,6.225,0.5,0.4688385269121813,0.0,0.0,0.0,Daniel O'Shaughnessy
דקלאן גלאגר,3,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,3,253,0,0,1.0,7.18,0.375,0.35138888888888886,0.0,0.0,0.0,Declan Gallagher
יונה טויביו,3,0,D,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,6,540,0,0,0.4,6.71,0.75,0.7648725212464589,0.0,0.0,0.0,Joona Toivio
יוקה רייטאלה,3,0,D,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,3,260,0,0,0.25,6.505000000000001,0.375,0.36827195467422097,0.0,0.0,0.0,Jukka Raitala
מילה שקוריץ',3,0,D,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,1,90,0,0,0.0,6.34,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,Mile Skoric
פאולוס אראיורי,3,0,D,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,6,540,0,0,0.25,6.93,0.75,0.7648725212464589,0.0,0.0,0.0,Paulus Arajuuri
קירה ריסטבסקי,3,0,D,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,5,420,0,0,0.35,6.720000000000001,0.5555555555555556,0.554089709762533,0.0,0.0,0.0,Kire Ristevski
ריס נורינגטון-דייויס,3,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,3,242,0,0,0.7,6.67,0.375,0.33611111111111114,0.0,0.0,0.0,Rhys Norrington-Davies
אנטואן גרייזמן,13,0,M,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,9,760,4,1,1.85,7.49,1.0,0.9382716049382716,0.2857142857142857,0.125,0.22727272727272727,Antoine Griezmann
ג'יידון סאנצ'ו,13,0,M,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,2,185,0,1,0.2,6.3,0.25,0.26203966005665724,0.0,0.07692307692307693,0.034482758620689655,Jadon Sancho
קווין דה בריינה,13,0,M,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,6,513,2,4,2.0,7.63,0.6666666666666666,0.6333333333333333,0.07142857142857142,0.2,0.125,Kevin De Bruyne
לירוי סאנה,12,0,M,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,7,515,1,1,1.15,7.035,0.875,0.7025920873124147,0.06666666666666667,0.08333333333333333,0.07407407407407407,Leroy Sané
מרכוס רשפורד,12,0,M,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,2,162,1,0,2.5,6.64,0.25,0.22946175637393768,0.0625,0.0,0.034482758620689655,Marcus Rashford
ברונו פרננדש,11,0,M,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,7,601,0,1,2.75,7.27,0.7777777777777778,0.7419753086419754,0.0,0.07142857142857142,0.03225806451612903,Bruno Fernandes
ברנרדו סילבה,11,0,M,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,8,573,1,2,1.35,7.05,0.8888888888888888,0.7074074074074074,0.058823529411764705,0.14285714285714285,0.0967741935483871,Bernardo Silva
לורנצו אינסינייה,11,0,M,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,6,533,0,5,2.9,7.494999999999999,0.6666666666666666,0.6580246913580247,0.0,0.5,0.21739130434782608,Lorenzo Insigne
עוסמאן דמבלה,11,0,M,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,1,117,1,0,1.5,7.04,0.1111111111111111,0.14444444444444443,0.07142857142857142,0.0,0.045454545454545456,Ousmane Dembélé
פראן טורס,11,0,M,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,7,641,6,0,3.25,7.315,1.0,1.0,0.3157894736842105,0.0,0.17142857142857143,Ferran Torres
קינגסלי קומאן,11,0,M,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,3,221,1,0,0.9,6.445,0.3333333333333333,0.27283950617283953,0.07142857142857142,0.0,0.045454545454545456,Kingsley Coman
ראחים סטרלינג,11,0,M,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,5,406,2,0,2.35,7.595000000000001,0.625,0.5750708215297451,0.125,0.0,0.06896551724137931,Raheem Sterling
איבן פרישיץ',10,0,M,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,7,641,1,2,1.4,6.925,0.7777777777777778,0.7913580246913581,0.08333333333333333,0.25,0.15,Ivan Perisic
אנטה רביץ',10,0,M,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,2,136,0,1,0.0,6.49,0.2222222222222222,0.16790123456790124,0.0,0.125,0.05,Ante Rebic
דומניקו ברארדי,10,0,M,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,2,190,3,0,1.65,7.605,0.2222222222222222,0.2345679012345679,0.23076923076923078,0.0,0.13043478260869565,Domenico Berardi
דני אולמו,10,0,M,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,6,501,2,1,2.5,7.01,0.8571428571428571,0.781591263650546,0.10526315789473684,0.0625,0.08571428571428572,Dani Olmo
סטיבן ברחאוס,10,0,M,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,4,385,2,3,3.0,7.96,0.4444444444444444,0.47530864197530864,0.1111111111111111,0.21428571428571427,0.15625,Steven Berghuis
פיל פודן,10,0,M,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,4,370,2,2,2.1,7.775,0.5,0.5240793201133145,0.125,0.15384615384615385,0.13793103448275862,Phil Foden
קאי האברץ,10,0,M,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,4,290,2,2,1.0,7.275,0.5,0.3956343792633015,0.13333333333333333,0.16666666666666666,0.14814814814814814,Kai Havertz
אילקאי גונדואן,9,0,M,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,7,614,3,0,1.1,7.265000000000001,0.875,0.8376534788540245,0.2,0.0,0.1111111111111111,Ilkay Gündogan
אמיל פורסברג,9,0,M,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,6,545,0,1,2.4,6.895,0.75,0.7808022922636103,0.0,0.16666666666666666,0.06666666666666667,Emil Forsberg
יאניק קראסקו,9,0,M,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,3,230,0,0,1.7,6.33,0.3333333333333333,0.2839506172839506,0.0,0.0,0.0,Yannick Carrasco
כריסטיאן אריקסן,9,0,M,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,8,733,4,0,2.05,7.055,0.8888888888888888,0.9569190600522193,0.2,0.0,0.12903225806451613,Christian Eriksen
לאון גורצקה,9,0,M,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,7,582,2,2,2.5,7.055,0.875,0.7939972714870396,0.13333333333333333,0.16666666666666666,0.14814814814814814,Leon Goretzka
מייסון מאונט,9,0,M,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,7,552,3,1,1.8,7.17,0.875,0.7818696883852692,0.1875,0.07692307692307693,0.13793103448275862,Mason Mount
מיקל אוירסבאל,9,0,M,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,2,230,2,0,0.75,6.35,0.2857142857142857,0.358814352574103,0.10526315789473684,0.0,0.05714285714285714,Mikel Oyarzabal
ניקולה ולאשיץ',9,0,M,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,8,707,2,1,2.0,7.04,0.8888888888888888,0.8728395061728395,0.16666666666666666,0.125,0.15,Nikola Vlasic
פדריקו קייזה,9,0,M,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,4,334,0,0,1.3,6.640000000000001,0.4444444444444444,0.4123456790123457,0.0,0.0,0.0,Federico Chiesa
פיוטר זיילינסקי,9,0,M,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,6,525,0,1,0.5,6.640000000000001,0.75,0.6981382978723404,0.0,0.07692307692307693,0.038461538461538464,Piotr Zielinski
שרדאן שאקירי,9,0,M,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,4,324,1,1,1.5,7.085,0.5714285714285714,0.5142857142857142,0.1,0.125,0.1111111111111111,Xherdan Shaqiri
ג'ורג'יניו ווינאלדום,8,0,M,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,9,773,4,1,3.05,7.305,1.0,0.9543209876543209,0.2222222222222222,0.07142857142857142,0.15625,Georginio Wijnaldum
